,train,test,m1,m2,m3,m4
70,0.8301994076419442,0.7236006001479233,4.0,2.0,0.0,2.0
71,0.8970859952571418,0.7209809037441582,4.0,2.0,0.0,3.0
72,0.8407257379892572,0.7486694966459274,4.0,2.0,1.0,0.0
73,0.8147309588683953,0.7376821849070968,4.0,2.0,1.0,1.0
74,0.8078863598857885,0.7185417280753281,4.0,2.0,1.0,2.0
75,0.8912580758044298,0.7282729661514408,4.0,2.0,1.0,3.0
76,0.829282551542106,0.7244336750929495,4.0,2.0,2.0,0.0
77,0.8069553869903622,0.7269851390017129,4.0,2.0,2.0,1.0
78,0.7868680242079273,0.7055105193189465,4.0,2.0,2.0,2.0
79,0.8789321627064526,0.7052698014970197,4.0,2.0,2.0,3.0
80,0.8968940486249689,0.7199037763089154,4.0,2.0,3.0,0.0
81,0.8917585717409809,0.7210739842906649,4.0,2.0,3.0,1.0
82,0.8795177235480942,0.7124649951986545,4.0,2.0,3.0,2.0
83,0.9337438414529554,0.7193224056688691,4.0,2.0,3.0,3.0
84,0.905059919653211,0.7311262626636706,4.0,3.0,0.0,0.0
85,0.9024134754973342,0.728778204398246,4.0,3.0,0.0,1.0
86,0.8987575041519924,0.7224118008407902,4.0,3.0,0.0,2.0
87,0.9435178024585443,0.7127945713888347,4.0,3.0,0.0,3.0
88,0.9016479045192763,0.7361108580280682,4.0,3.0,1.0,0.0
89,0.8910250035985965,0.7291206958756975,4.0,3.0,1.0,1.0
90,0.8925056618925588,0.7234684594387583,4.0,3.0,1.0,2.0
91,0.9424129552219367,0.7246792692153132,4.0,3.0,1.0,3.0
92,0.8976880345488003,0.7233881815719188,4.0,3.0,2.0,0.0
93,0.8921982157767859,0.7261442137797768,4.0,3.0,2.0,1.0
94,0.8791055876555732,0.7096320381427939,4.0,3.0,2.0,2.0
95,0.9334743178072507,0.7069005517546536,4.0,3.0,2.0,3.0
96,0.9435263449051344,0.7158716377810993,4.0,3.0,3.0,0.0
97,0.9425634093703051,0.722769204769048,4.0,3.0,3.0,1.0
98,0.9332432873714245,0.7190012584038978,4.0,3.0,3.0,2.0
99,0.9618214457861912,0.7116144409547461,4.0,3.0,3.0,3.0
100,0.8789810002464931,0.7101991339303133,5.0,0.0,0.0,0.0
101,0.8792917375256337,0.7379042926575129,5.0,0.0,0.0,1.0
102,0.8764161286371279,0.7319199961382664,5.0,0.0,0.0,2.0
103,0.9283746347034866,0.7285513185362061,5.0,0.0,0.0,3.0
104,0.9034164787407969,0.7256024373137838,5.0,0.0,0.0,4.0
105,0.8781299961226395,0.731908120771042,5.0,0.0,1.0,0.0
106,0.8720224348316264,0.7317758423797178,5.0,0.0,1.0,1.0
107,0.8714963764468974,0.7341830897453079,5.0,0.0,1.0,2.0
108,0.9241053437917416,0.7293518737908767,5.0,0.0,1.0,3.0
109,0.9038815955775883,0.7312031131908404,5.0,0.0,1.0,4.0
110,0.8736344458873146,0.7378128838481551,5.0,0.0,2.0,0.0
111,0.8712824569297855,0.7258224744595422,5.0,0.0,2.0,1.0
112,0.8640471750142873,0.7264999444300332,5.0,0.0,2.0,2.0
113,0.9210020968449788,0.7219758680605791,5.0,0.0,2.0,3.0
114,0.8983996165511012,0.7194430190970671,5.0,0.0,2.0,4.0
115,0.9256498701885446,0.7332849708654807,5.0,0.0,3.0,0.0
116,0.9237702179563833,0.7344866192282179,5.0,0.0,3.0,1.0
117,0.9197051914908752,0.7269037352835399,5.0,0.0,3.0,2.0
118,0.9554035883392157,0.7233882759087807,5.0,0.0,3.0,3.0
119,0.9426950787391716,0.7203783526053223,5.0,0.0,3.0,4.0
120,0.9054644813924394,0.7256720906089577,5.0,0.0,4.0,0.0
121,0.9024617950112742,0.7339313051511794,5.0,0.0,4.0,1.0
122,0.8970989365187276,0.7269330643895379,5.0,0.0,4.0,2.0
123,0.9418929937227061,0.7134668269997612,5.0,0.0,4.0,3.0
124,0.9240325620800668,0.7247098373510786,5.0,0.0,4.0,4.0
125,0.8806000379222579,0.7315977610047838,5.0,1.0,0.0,0.0
126,0.8710818049537677,0.7339192080539725,5.0,1.0,0.0,1.0
127,0.8693049383239879,0.7378867905261778,5.0,1.0,0.0,2.0
128,0.9254569569470995,0.73217791337771,5.0,1.0,0.0,3.0
129,0.9029441422486979,0.7346686278916733,5.0,1.0,0.0,4.0
130,0.8716658861683418,0.7305443615172842,5.0,1.0,1.0,0.0
131,0.8494934814658047,0.7378693791837435,5.0,1.0,1.0,1.0
132,0.8534560647847037,0.7338698821574914,5.0,1.0,1.0,2.0
133,0.9164805017763715,0.7295980563344292,5.0,1.0,1.0,3.0
134,0.8927172953926391,0.7407133231517545,5.0,1.0,1.0,4.0
135,0.8710357317945766,0.7290751857922372,5.0,1.0,2.0,0.0
136,0.8518617829729166,0.7339098640328586,5.0,1.0,2.0,1.0
137,0.8490854594377115,0.7237698082985945,5.0,1.0,2.0,2.0
138,0.914071625703678,0.7329839476035035,5.0,1.0,2.0,3.0
139,0.8901356006791405,0.7254659041073676,5.0,1.0,2.0,4.0
140,0.9237849944759963,0.7369244095220253,5.0,1.0,3.0,0.0
141,0.9158656653310556,0.7372850621063932,5.0,1.0,3.0,1.0
142,0.9146934329669922,0.7192076800625459,5.0,1.0,3.0,2.0
143,0.9535959136748926,0.7345976683532708,5.0,1.0,3.0,3.0
144,0.9401571942102537,0.7297553925354867,5.0,1.0,3.0,4.0
145,0.9012201571897146,0.7393890509433053,5.0,1.0,4.0,0.0
146,0.8954928976341057,0.7310462720656279,5.0,1.0,4.0,1.0
147,0.890261375835126,0.7249722926145701,5.0,1.0,4.0,2.0
148,0.9402339634423139,0.7283076991597751,5.0,1.0,4.0,3.0
