,ensemble,score
673,xgb+knn+lda,0.7254562699230825
674,xgb+knn+nb,0.697018627627671
675,xgb+knn+svc,0.7135884059500269
676,xgb+knn+rf,0.7148511411180591
677,xgb+knn+hgb,0.7130007216680336
678,xgb+knn+lgb,0.7108918550158078
679,xgb+knn+cgb,0.7105062976562995
680,xgb+svc+log,0.7180403130468727
681,xgb+svc+lda,0.7295157365515959
682,xgb+svc+nb,0.7135217587639116
683,xgb+svc+knn,0.7089594202802776
684,xgb+svc+rf,0.7140252802599107
685,xgb+svc+hgb,0.7101057254446218
686,xgb+svc+lgb,0.7132509079423254
687,xgb+svc+cgb,0.7129289119262716
688,xgb+rf+log,0.7192641802362196
689,xgb+rf+lda,0.725664863035482
690,xgb+rf+nb,0.7010960535713819
691,xgb+rf+knn,0.7114850961654483
692,xgb+rf+svc,0.7156439206558113
693,xgb+rf+hgb,0.7062449636779354
694,xgb+rf+lgb,0.7099885946732465
695,xgb+rf+cgb,0.7089826156070367
696,xgb+hgb+log,0.7140203583750406
697,xgb+hgb+lda,0.721733406882716
698,xgb+hgb+nb,0.705943993146178
699,xgb+hgb+knn,0.7055309535569638
700,xgb+hgb+svc,0.7153684275310266
701,xgb+hgb+rf,0.7062785322267782
702,xgb+hgb+lgb,0.7095782760527231
703,xgb+hgb+cgb,0.7099811261108685
704,xgb+lgb+log,0.7181105506384728
705,xgb+lgb+lda,0.7250615029072571
706,xgb+lgb+nb,0.7042251333939663
707,xgb+lgb+knn,0.7155541894781726
708,xgb+lgb+svc,0.7134794789294734
709,xgb+lgb+rf,0.7094725193108185
710,xgb+lgb+hgb,0.7074271617562656
711,xgb+lgb+cgb,0.7138440864675706
712,xgb+cgb+log,0.7198638729307
713,xgb+cgb+lda,0.7230352360117841
714,xgb+cgb+nb,0.7062353724633572
715,xgb+cgb+knn,0.7061022945804073
716,xgb+cgb+svc,0.7144705855419992
717,xgb+cgb+rf,0.7081567256109411
718,xgb+cgb+hgb,0.7087849078852574
719,xgb+cgb+lgb,0.7076335067009858
