,ensemble,score
629,cgb+hgb+rf,0.7131856827224339
630,cgb+hgb+lgb,0.7114268114474391
631,cgb+hgb+xgb,0.7123862570297577
632,cgb+lgb+log,0.7205591272205967
633,cgb+lgb+lda,0.7273617102132622
634,cgb+lgb+nb,0.7017582456286384
635,cgb+lgb+knn,0.7104856319238434
636,cgb+lgb+svc,0.7167099107663837
637,cgb+lgb+rf,0.7161111088606344
638,cgb+lgb+hgb,0.7096612120242314
639,cgb+lgb+xgb,0.7163707068163184
640,cgb+xgb+log,0.7151608237096065
641,cgb+xgb+lda,0.7304109102674756
642,cgb+xgb+nb,0.7082366183921776
643,cgb+xgb+knn,0.7134525440563099
644,cgb+xgb+svc,0.717341154836841
645,cgb+xgb+rf,0.7153657742223639
646,cgb+xgb+hgb,0.7075776627699784
647,cgb+xgb+lgb,0.7142159583363314
648,xgb+log+lda,0.7273547070045818
649,xgb+log+nb,0.7095727575326823
650,xgb+log+knn,0.717301779109798
651,xgb+log+svc,0.7183902651833705
652,xgb+log+rf,0.7167298479367173
653,xgb+log+hgb,0.7209827435062498
654,xgb+log+lgb,0.7189671823853854
655,xgb+log+cgb,0.7136650986198989
656,xgb+lda+log,0.7206542022482907
657,xgb+lda+nb,0.7205824034637114
658,xgb+lda+knn,0.7269760176245563
659,xgb+lda+svc,0.7256928288678546
660,xgb+lda+rf,0.7255755674065727
661,xgb+lda+hgb,0.7152785497138939
662,xgb+lda+lgb,0.722225484474415
663,xgb+lda+cgb,0.7255506456933652
664,xgb+nb+log,0.715002819177517
665,xgb+nb+lda,0.7187967182699082
666,xgb+nb+knn,0.7038675442391373
667,xgb+nb+svc,0.7096274460585688
668,xgb+nb+rf,0.706868301857666
669,xgb+nb+hgb,0.6953149925958362
670,xgb+nb+lgb,0.6978084033276593
671,xgb+nb+cgb,0.7069997582742691
672,xgb+knn+log,0.7225914356451013
